variance_prior_scale_multiplier,population_timing_mean,population_timing_q05,population_timing_q95,prob_late_greater_disease,year_sd_mean,residual_sd_mean
0.5,1.3282884491974978,0.7448766581041001,1.9081524845935316,0.999,5.710532312883317,2.437214380769913
1.0,1.3609508672567678,0.7918472660046209,1.9797965032721776,1.0,6.345807888316495,2.453392188235038
2.0,1.3397081011926604,0.7599872091615331,1.8981803817860095,0.999,7.488000872406579,2.4689508369687925
