component,posterior_mean_sd,q05_sd,q50_sd,q95_sd,rhat
residual,2.44407770516235,2.2331484640911268,2.4357579354382155,2.6791899832822774,0.999732162169521
product,1.352006515784735,0.860545100732727,1.269033161357997,2.124752166135479,1.0009357318663972
product_timing,0.9713348475838123,0.606791073904771,0.9107878380722907,1.5360392212695335,1.0001929931417017
year,6.322016608494184,3.988000105358202,5.8880468670972315,10.223754478741368,1.0011303090972277
year_block,1.2980436134082225,0.9234020379840454,1.2681460715619357,1.7735696629919417,1.0000609038672126
