target,strategy,features,n_folds,rmse,mae,r2,loyo_rmse_increase_pct
sqrt_audpc,random_5fold,treatment + timing + year,5,2.7165449283787946,2.176348672911361,0.8319024573759523,210.20430711951857
sqrt_audpc,leave_one_year_out,treatment + timing + year,4,8.426839372667862,7.4980487540710685,-0.6175473848131237,210.20430711951857
relative_disease,random_5fold,treatment + timing,5,0.285299295514626,0.20958917701581395,0.03623094660409121,9.36970803226409
relative_disease,leave_one_year_out,treatment + timing,4,0.3120310065224528,0.24041042313431507,-0.1528348124176946,9.36970803226409
