scope,treatment,n_pairs,mean_delta_audpc_late_minus_early,ci95_low_audpc,ci95_high_audpc,mean_delta_sqrt_audpc_late_minus_early,ci95_low_sqrt_audpc,ci95_high_sqrt_audpc
all_products,ALL,92,40.93152173913044,15.542572271045325,67.2072367021276,1.2518921338241278,0.5128564942506636,1.9960563848270307
product,Curzate,18,46.392222222222216,11.796916666666654,79.37038888888888,1.6107730589631346,0.6443550658155295,2.51008732415604
product,FungiPhi,19,21.576315789473686,-33.38680263157895,75.41464473684206,0.9194010599536471,-0.5627432631567167,2.358516115538695
product,Presidio,15,69.84333333333333,-21.15273333333333,156.43153333333328,2.0866306433305373,-0.30442381851258615,4.66268195010943
product,Ranman,20,56.553,0.8078750000000071,119.81909999999996,1.2561855533381423,-0.19482856078000058,2.8236063079553415
product,Revus,20,17.098999999999997,-15.83715,50.96938749999998,0.6144185197321577,-0.4149608180514291,1.660286334466593
