year,preseason_wetness_z,application_wetness_z,application_avg_temp_c_z,sentinel_mean_audpc,sentinel_sqrt_audpc,sentinel_n
2017,2.3866522513573916,0.4894044423491459,0.23388246267343576,243.38600000000002,15.600833311076688,5
2018,-0.30840378304864974,-0.3492635069749932,0.586912595010696,188.048,13.713059468987947,5
2020,-1.3593459422153904,0.056681060909129534,0.9399427273479577,909.146,30.152048023310122,5
2021,0.1410627180950542,-1.6639413793096398,0.9399427273479577,941.734,30.68768482632732,5
