year,trt,block,audpc,timing,treatment,sqrt_audpc,year_block,untreated_mean_audpc,relative_disease,control_efficacy
2020,KKFF,III,504.11,Late,FungiPhi,22.452394081700955,2020:III,909.146,0.5544873980636774,0.4455126019363226
2020,KKFF,IV,595.33,Late,FungiPhi,24.39938523815713,2020:IV,909.146,0.654823317706947,0.345176682293053
2020,KKFF,V,597.94,Late,FungiPhi,24.452811699270907,2020:V,909.146,0.6576941437348898,0.34230585626511023
2020,KKKK,I,562.89,,Kocide,23.725302948539984,2020:I,909.146,0.6191414800263104,0.3808585199736896
2020,KKKK,II,565.83,,Kocide,23.78718142193396,2020:II,909.146,0.6223752840577862,0.3776247159422138
2020,KKKK,III,440.89,,Kocide,20.997380789041284,2020:III,909.146,0.48494961205350956,0.5150503879464905
2020,KKKK,IV,910.28,,Kocide,30.170846855864024,2020:IV,909.146,1.0012473244121407,-0.0012473244121407046
2020,KKKK,V,664.56,,Kocide,25.779061270729002,2020:V,909.146,0.7309717031147912,0.2690282968852088
2020,PPKK,I,463.72,Early,Presidio,21.534158910902466,2020:I,909.146,0.510061090297928,0.489938909702072
2020,PPKK,II,754.44,Early,Presidio,27.467071194432073,2020:II,909.146,0.8298337120770483,0.17016628792295174
2020,PPKK,III,606.94,Early,Presidio,24.636152296980146,2020:III,909.146,0.6675935438312439,0.3324064561687561
2020,PPKK,IV,882.17,Early,Presidio,29.70134677081159,2020:IV,909.146,0.9703281981111944,0.029671801888805582
2020,PPKK,V,524.78,Early,Presidio,22.90807717814832,2020:V,909.146,0.5772230202849707,0.42277697971502926
2020,KKPP,I,513.89,Late,Presidio,22.669142021699894,2020:I,909.146,0.5652447461683822,0.43475525383161784
2020,KKPP,II,864.44,Late,Presidio,29.401360512738183,2020:II,909.146,0.9508263799213769,0.04917362007862314
2020,KKPP,III,878.17,Late,Presidio,29.633933252270108,2020:III,909.146,0.965928464735037,0.03407153526496298
2020,KKPP,IV,678.22,Late,Presidio,26.04265731449078,2020:IV,909.146,0.7459967925943688,0.2540032074056312
2020,KKPP,V,708.56,Late,Presidio,26.618790355686713,2020:V,909.146,0.7793687702525227,0.2206312297474773
2020,NT,I,736.11,,NT,27.131347183654555,2020:I,909.146,0.8096719338808068,0.19032806611919317
2020,NT,II,1018.56,,NT,31.914886808509912,2020:II,909.146,1.1203481069047216,-0.12034810690472164
2020,NT,III,1020.61,,NT,31.946987338401723,2020:III,909.146,1.1226029702600022,-0.12260297026000222
2020,NT,IV,1033.78,,NT,32.15244936237362,2020:IV,909.146,1.1370890924010004,-0.13708909240100042
2020,NT,V,736.67,,NT,27.14166538737076,2020:V,909.146,0.8102878965534689,0.1897121034465311
2021,RRKK,I,259.78,Early,Ranman,16.117692142487396,2021:I,941.734,0.27585284167291396,0.724147158327086
2021,RRKK,II,197.56,Early,Ranman,14.05560386465128,2021:II,941.734,0.20978322965933055,0.7902167703406695
2021,RRKK,III,298.67,Early,Ranman,17.28207163507894,2021:III,941.734,0.31714900385883915,0.6828509961411608
2021,RRKK,IV,482.22,Early,Ranman,21.95950819121412,2021:IV,941.734,0.5120554211698845,0.48794457883011555
2021,RRKK,V,304.11,Early,Ranman,17.438749955200343,2021:V,941.734,0.3229255819583874,0.6770744180416126
2021,ReReKK,I,245.78,Early,Revus,15.677372228788855,2021:I,941.734,0.2609866480343706,0.7390133519656295
2021,ReReKK,II,214.67,Early,Revus,14.65162107072115,2021:II,941.734,0.2279518420275789,0.7720481579724211
2021,ReReKK,III,515.67,Early,Revus,22.70836850150182,2021:III,941.734,0.5475750052562612,0.45242499474373876
2021,ReReKK,IV,378.78,Early,Revus,19.46227119326005,2021:IV,941.734,0.4022154876005326,0.5977845123994674
2021,ReReKK,V,302.56,Early,Revus,17.39425192412712,2021:V,941.734,0.3212796819484058,0.6787203180515942
2021,KKRR,I,430.11,Late,Ranman,20.73909351924524,2021:I,941.734,0.4567213247052777,0.5432786752947223
2021,KKRR,II,586.44,Late,Ranman,24.21652328473268,2021:II,941.734,0.622723614099098,0.37727638590090196
2021,KKRR,III,420.0,Late,Ranman,20.493901531919196,2021:III,941.734,0.44598580915630104,0.554014190843699
2021,KKRR,IV,475.22,Late,Ranman,21.799541279577422,2021:IV,941.734,0.5046223243506128,0.4953776756493872
2021,KKRR,V,619.89,Late,Ranman,24.897590244840966,2021:V,941.734,0.6582431981854748,0.34175680181452517
2021,KKReRe,I,308.78,Late,Revus,17.572137035659605,2021:I,941.734,0.32788451940781577,0.6721154805921843
2021,KKReRe,II,360.11,Late,Revus,18.976564494133285,2021:II,941.734,0.38239035651256087,0.6176096434874392
2021,KKReRe,III,472.11,Late,Revus,21.72809241512011,2021:III,941.734,0.5013199056209078,0.4986800943790922
2021,KKReRe,IV,508.67,Late,Revus,22.55371366316421,2021:IV,941.734,0.5401419084369896,0.4598580915630104
2021,KKReRe,V,455.0,Late,Revus,21.330729007701542,2021:V,941.734,0.48315129325265943,0.5168487067473406
2021,CCKK,I,253.56,Early,Curzate,15.923567439490435,2021:I,941.734,0.26924800421350403,0.730751995786496
2021,CCKK,II,234.89,Early,Curzate,15.326121492406354,2021:II,941.734,0.24942287312553224,0.7505771268744678
2021,CCKK,III,496.22,Early,Curzate,22.275996049559716,2021:III,941.734,0.5269216148084279,0.4730783851915721
2021,CCKK,IV,500.89,Early,Curzate,22.380571931923456,2021:IV,941.734,0.5318805522578562,0.46811944774214376
2021,CCKK,V,416.89,Early,Curzate,20.417884317431128,2021:V,941.734,0.442683390426596,0.557316609573404
2021,KKCC,I,294.0,Late,Curzate,17.146428199482248,2021:I,941.734,0.3121900664094107,0.6878099335905893
2021,KKCC,II,314.22,Late,Curzate,17.72625171884908,2021:II,941.734,0.3336610975073641,0.6663389024926358
2021,KKCC,III,477.56,Late,Curzate,21.85314622657342,2021:III,941.734,0.5071071024301979,0.49289289756980215
2021,KKCC,IV,404.44,Late,Curzate,20.110693672770218,2021:IV,941.734,0.42946309679803424,0.5705369032019658
2021,KKCC,V,480.67,Late,Curzate,21.92418755621289,2021:V,941.734,0.5104095211599029,0.4895904788400971
2021,FFKK,I,580.22,Early,FungiPhi,24.08775622593354,2021:I,941.734,0.6161187766396881,0.38388122336031194
2021,FFKK,II,335.22,Early,FungiPhi,18.30901417335188,2021:II,941.734,0.35596038796517915,0.6440396120348209
2021,FFKK,III,392.0,Early,FungiPhi,19.79898987322333,2021:III,941.734,0.41625342187921427,0.5837465781207858
2021,FFKK,IV,590.33,Early,FungiPhi,24.29670759588632,2021:IV,941.734,0.6268542921886647,0.37314570781133527
2021,FFKK,V,588.0,Early,FungiPhi,24.24871130596428,2021:V,941.734,0.6243801328188214,0.37561986718117857
2021,KKFF,I,374.11,Late,FungiPhi,19.34192337902309,2021:I,941.734,0.3972565501511042,0.6027434498488957
2021,KKFF,II,602.78,Late,FungiPhi,24.551578360667566,2021:II,941.734,0.6400745858172264,0.3599254141827736
2021,KKFF,III,519.56,Late,FungiPhi,22.793858822059946,2021:III,941.734,0.5517056833458279,0.4482943166541721
2021,KKFF,IV,574.78,Late,FungiPhi,23.974569860583525,2021:IV,941.734,0.6103421985401397,0.3896578014598603
2021,KKFF,V,508.67,Late,FungiPhi,22.55371366316421,2021:V,941.734,0.5401419084369896,0.4598580915630104
2021,KKKK,I,439.44,,Kocide,20.962824237206206,2021:I,941.734,0.4666285808943927,0.5333714191056074
2021,KKKK,II,630.0,,Kocide,25.099800796022265,2021:II,941.734,0.6689787137344515,0.3310212862655485
2021,KKKK,III,674.33,,Kocide,25.967864756271357,2021:III,941.734,0.716051454019925,0.283948545980075
2021,KKKK,IV,766.89,,Kocide,27.692778842145835,2021:IV,941.734,0.8143382313901802,0.18566176860981976
2021,KKKK,V,536.67,,Kocide,23.166139082721575,2021:V,941.734,0.5698742957140763,0.43012570428592367
2021,PPKK,I,287.0,Early,Presidio,16.941074346097416,2021:I,941.734,0.30475696959013904,0.6952430304098609
2021,PPKK,II,472.89,Early,Presidio,21.746034121190924,2021:II,941.734,0.5021481649807695,0.49785183501923047
2021,PPKK,III,314.22,Early,Presidio,17.72625171884908,2021:III,941.734,0.3336610975073641,0.6663389024926358
