calibration_model,rmse_field_efficacy,r2_field_efficacy,correlation
lab_only,0.7324991696099217,0.3974191146947694,0.6361455319941589
lab_plus_glasshouse,0.47004849051165587,0.751865928075274,0.8679329349528347
